,MONTH,SERVICE_CATEGORY,CLAIM_SPECIALTY,PAYER,PAID_AMOUNT,YEAR
436,01,ER Services,EMERGENCY MEDICAL,CO,33803,2018
437,01,ER Services,EMERGENCY MEDICAL,F,941549,2018
438,01,ER Services,EMERGENCY MEDICAL,O,256029,2018
439,01,ER Services,EMERGENCY MEDICAL,S,34040,2018
440,01,ER Services,EMERGENCY MEDICAL,UN,36630,2018
441,01,ER Services,GENERAL PRACTICE,B,6486,2018
442,01,ER Services,EMERGENCY ROOM,CA,251815,2018
443,01,ER Services,EMERGENCY ROOM,W,83779,2018
444,01,ER Services,ENT,F,225,2018
445,01,ER Services,FAMILY PRACTICE,CA,724,2018
446,01,ER Services,FAMILY PRACTICE,B,1665,2018
447,01,ER Services,FAMILY PRACTICE,CA,12610,2018
448,01,ER Services,FAMILY PRACTICE,F,84511,2018
449,01,ER Services,FAMILY PRACTICE,O,24589,2018
450,01,ER Services,FAMILY PRACTICE,S,337,2018
451,01,ER Services,FAMILY PRACTICE,W,4514,2018
452,01,ER Services,GASTROENTEROLOGY,CA,870,2018
453,01,ER Services,GASTROENTEROLOGY,F,2419,2018
454,01,ER Services,GENERAL PRACTICE,CA,2652,2018
455,01,ER Services,GENERAL PRACTICE,F,7002,2018
456,01,ER Services,GENERAL PRACTICE,O,404,2018
457,01,ER Services,GENERAL PRACTICE,W,11247,2018
458,01,ER Services,GENERAL SURGEON,CA,955,2018
459,01,ER Services,GENERAL SURGEON,F,1366,2018
460,01,ER Services,GENERAL SURGEON,O,1105,2018
461,01,ER Services,HOSPICE,F,1667,2018
462,01,ER Services,HOSPICE,CA,655643,2018
463,01,ER Services,HOSPICE,CO,119766,2018
464,01,ER Services,HOSPICE,H,1577993,2018
465,01,ER Services,HOSPICE,UN,67324,2018
466,01,ER Services,HOSPICE,W,219583,2018
467,01,ER Services,HOSPICE ACUTE CARE,B,9165,2018
468,01,ER Services,HOSPICE,F,2968,2018
469,01,ER Services,HOSPICE,S,2518,2018
470,01,ER Services,HOSPICE,W,1555,2018
471,01,ER Services,INTERNAL MEDICAL,B,583,2018
472,01,ER Services,INTERNAL MEDICAL,CA,17885,2018
473,01,ER Services,INTERNAL MEDICAL,CO,248,2018
474,01,ER Services,INTERNAL MEDICAL,F,62936,2018
475,01,ER Services,INTERNAL MEDICAL,O,37630,2018
476,01,ER Services,INTERNAL MEDICAL,S,677,2018
477,01,ER Services,INTERNAL MEDICAL,UN,897,2018
478,01,ER Services,CARDIAC,S,28,2018
479,01,ER Services,CARDIAC,CA,41,2018
480,01,ER Services,CARDIAC,F,682,2018
481,01,ER Services,CARDIAC,O,2058,2018
482,01,ER Services,RADIOLOGY,CA,1431,2018
483,01,ER Services,RADIOLOGY,F,8432,2018
484,01,ER Services,RADIOLOGY,O,4252,2018
485,01,ER Services,LABORATORY,W,0,2018
486,01,ER Services,MEDICAL DOCTOR,H,625365,2018
487,01,ER Services,MEDICAL SUPPLIER DME,F,778,2018
488,01,ER Services,MEDICAL SUPPLIER DME,O,206,2018
489,01,ER Services,MULT,CA,542,2018
490,01,ER Services,NEURA,CO,1018,2018
491,01,ER Services,NEUROLOGICAL,CA,1186,2018
492,01,ER Services,NEUROLOGICAL,W,93,2018
493,01,ER Services,NEUROLOGICAL,CA,38,2018
494,01,ER Services,NEUROLOGICAL,F,191,2018
495,01,ER Services,NUCLEAR MEDICAL,CA,57,2018
496,01,ER Services,NUCLEAR MEDICAL,F,412,2018
497,01,ER Services,NURSE PRACTICE,CA,3045,2018
498,01,ER Services,NURSE PRACTICE,H,2644,2018
499,01,ER Services,OBSTETRICS GYNECOLOGIC,F,3893,2018
500,01,ER Services,HEMATOLOGY ONCOLOGIC,F,1565,2018
501,01,ER Services,HEMATOLOGY ONCOLOGIC,O,547,2018
502,01,ER Services,ORTHOPAEDIC SURGEON,F,12544,2018
503,01,ER Services,OSTEOMANIPULATIVE,H,5112,2018
504,01,ER Services,OUT,F,3517891,2018
505,01,ER Services,OUT,O,1422335,2018
506,01,ER Services,PATHOLOG,CA,978,2018
507,01,ER Services,PATHOLOG,S,0,2018
508,01,ER Services,PATHOLOG,W,0,2018
509,01,ER Services,PATHOLOG,S,492,2018
510,01,ER Services,PEDIATRIC,F,1623,2018
511,01,ER Services,PEDIATRIC,S,973,2018
512,01,ER Services,PHYSICAL ASSISTANT,CO,1704,2018
513,01,ER Services,PHYSICAL ASSISTANT,H,3174,2018
514,01,ER Services,PHYSICAL ASSISTANT,S,2003,2018
515,01,ER Services,PHYSICAL ASSISTANT,CA,8954,2018
516,01,ER Services,PSYCHIATRIC,B,826,2018
517,01,ER Services,RADIOL,W,5151,2018
518,01,ER Services,RADIOLOGY,S,79,2018
519,01,ER Services,RADIOLOGY,B,1326,2018
520,01,ER Services,RADIOLOGY,CA,57777,2018
521,01,ER Services,RADIOLOGY,CO,4644,2018
522,01,ER Services,RADIOLOGY,F,234847,2018
523,01,ER Services,RADIOLOGY,O,37675,2018
524,01,ER Services,RADIOLOGY,S,2306,2018
525,01,ER Services,RADIOLOGY,UN,6728,2018
526,01,ER Services,RADIOLOGY,W,39134,2018
527,01,ER Services,RADIOLOGY,UN,1010,2018
528,01,ER Services,DIAGNOSTIC RADIOLOGY,S,18126,2018
529,01,ER Services,RESIDENT,CA,0,2018
530,01,ER Services,RHEUMATOLOGY,CA,50,2018
531,01,ER Services,CARDIAC,S,29,2018
532,01,ER Services,GENERAL PRACTICE,S,581,2018
533,01,ER Services,UROLOGY,O,835,2018
534,01,ER Services,INTERNAL RADIOLOGY,F,44,2018
535,01,ER Services,VASCULAR SURGEON,F,152,2018
536,01,ER Services,VASCULAR SURGEON,O,155,2018
537,01,Inpatient Services,UNKNOWN,F,163500,2018
538,01,Inpatient Services,UNKNOWN,H,1172655,2018
539,01,Inpatient Services,ADVANCED RN PRACT,CA,4327,2018
540,01,Inpatient Services,ALLERGY IMMUNIZATION,F,1976,2018
541,01,Inpatient Services,ALLERGY IMMUNIZATION,O,2449,2018
542,01,Inpatient Services,ALLERGY IMMUNIZATION,CA,76,2018
543,01,Inpatient Services,ANATOM,W,162,2018
544,01,Inpatient Services,ANES ASSIST,CA,2163,2018
545,01,Inpatient Services,ANESTHESIA,H,72946,2018
546,01,Inpatient Services,ANESTHESIA,CA,76802,2018
547,01,Inpatient Services,ANESTHESIA,CO,5728,2018
548,01,Inpatient Services,ANESTHESIA,F,279211,2018
549,01,Inpatient Services,ANESTHESIA,O,191388,2018
550,01,Inpatient Services,ANESTHESIA,S,1600,2018
551,01,Inpatient Services,ANESTHESIA,UN,5524,2018
552,01,Inpatient Services,ANESTHESIA,W,43051,2018
553,01,Inpatient Services,ARNP,CA,40140,2018
554,01,Inpatient Services,AUDIOLOGIST,O,693,2018
555,01,Inpatient Services,CARD ELECTROPHY,CA,6594,2018
556,01,Inpatient Services,CARDE,CO,4673,2018
557,01,Inpatient Services,CARDIAC,F,36105,2018
558,01,Inpatient Services,CARDIAC,O,12568,2018
559,01,Inpatient Services,CARDIAC,W,5093,2018
560,01,Inpatient Services,CARDIAC,CA,123626,2018
561,01,Inpatient Services,CARDIAC,CO,1215,2018
562,01,Inpatient Services,CARDIAC,F,410702,2018
563,01,Inpatient Services,CARDIAC,O,170720,2018
564,01,Inpatient Services,CARDIAC,UN,3116,2018
565,01,Inpatient Services,CARDIAC,W,103203,2018
566,01,Inpatient Services,CARDIAC,B,570,2018
567,01,Inpatient Services,CARDIAC,CA,1082,2018
568,01,Inpatient Services,CARDIAC,F,199292,2018
569,01,Inpatient Services,CARDIAC,O,37446,2018
570,01,Inpatient Services,CARDIAC,S,22609,2018
571,01,Inpatient Services,CARDIAC,CA,60869,2018
572,01,Inpatient Services,CARDIAC,CO,18247,2018
573,01,Inpatient Services,OTHER SPECIALITY,CA,0,2018
574,01,Inpatient Services,CLMIS,CO,5427,2018
575,01,Inpatient Services,COLON RECTAL SURGEON,CA,2265,2018
576,01,Inpatient Services,COLON RECTAL SURGEON,W,4238,2018
577,01,Inpatient Services,COLORECTAL SURGEON,F,19160,2018
578,01,Inpatient Services,COLORECTAL SURGEON,O,7350,2018
579,01,Inpatient Services,COVERING PHYSICAL,CA,0,2018
580,01,Inpatient Services,CRITICAL ACCESS,W,74880,2018
581,01,Inpatient Services,CRITICAL CARE,CA,63274,2018
582,01,Inpatient Services,CRITICAL CARE,F,65598,2018
583,01,Inpatient Services,CRITICAL CARE,O,13879,2018
584,01,Inpatient Services,CRITICAL CARE,W,23886,2018
585,01,Inpatient Services,CRITICAL CARE,S,2576,2018
586,01,Inpatient Services,CVS,W,9706,2018
587,01,Inpatient Services,DERMAPATHOLOGY,CA,1563,2018
588,01,Inpatient Services,DERMAPATHOLOGY,F,2180,2018
589,01,Inpatient Services,DERMAPATHOLOGY,F,50,2018
590,01,Inpatient Services,DIAG X RAY CLINIC,H,6088,2018
591,01,Inpatient Services,RADIOLOGY,CA,18589,2018
592,01,Inpatient Services,RADIOLOGY,CO,409,2018
593,01,Inpatient Services,DOCTOR OF PSYCHIATRIC,UN,0,2018
594,01,Inpatient Services,DURABLE MED EQT MED SUPPL CARDIAC,CA,533,2018
595,01,Inpatient Services,ELECTROPHY STUDY,CA,3231,2018
596,01,Inpatient Services,EMERGENCY MEDICAL,CO,1507,2018
597,01,Inpatient Services,EMERGENCY MEDICAL,F,13117,2018
598,01,Inpatient Services,EMERGENCY MEDICAL,O,1183,2018
599,01,Inpatient Services,EMERGENCY MEDICAL,S,1355733,2018
600,01,Inpatient Services,EMERGENCY ROOM,CA,8506,2018
601,01,Inpatient Services,ENDOCRINOLOGY,CA,16115,2018
602,01,Inpatient Services,ENDOCRINOLOGY,F,33820,2018
603,01,Inpatient Services,ENDOCRINOLOGY,O,4964,2018
604,01,Inpatient Services,ENDOCRINOLOGY,W,13931,2018
605,01,Inpatient Services,ENT,CA,1196,2018
606,01,Inpatient Services,ENT,F,5981,2018
607,01,Inpatient Services,ENT,O,1392,2018
608,01,Inpatient Services,ENT,W,2230,2018
609,01,Inpatient Services,FAMILY PRACTICE,CA,279,2018
610,01,Inpatient Services,FAMILY PRACTICE,CA,61246,2018
611,01,Inpatient Services,FAMILY PRACTICE,CO,1334,2018
612,01,Inpatient Services,FAMILY PRACTICE,F,426244,2018
613,01,Inpatient Services,FAMILY PRACTICE,O,42847,2018
614,01,Inpatient Services,FAMILY PRACTICE,S,775,2018
615,01,Inpatient Services,FAMILY PRACTICE,UN,4695,2018
616,01,Inpatient Services,FAMILY PRACTICE,W,22848,2018
617,01,Inpatient Services,GASTROENTEROLOGY,CA,96987,2018
618,01,Inpatient Services,GASTROENTEROLOGY,CO,4819,2018
619,01,Inpatient Services,GASTROENTEROLOGY,F,116964,2018
620,01,Inpatient Services,GASTROENTEROLOGY,O,50943,2018
621,01,Inpatient Services,GASTROENTEROLOGY,S,4019,2018
622,01,Inpatient Services,GASTROENTEROLOGY,UN,5837,2018
623,01,Inpatient Services,GASTROENTEROLOGY,W,20159,2018
624,01,Inpatient Services,HOSPICE ACUTE CARE,S,115086,2018
625,01,Inpatient Services,GENERAL PRACTICE,B,291,2018
626,01,Inpatient Services,GENERAL PRACTICE,CA,3486,2018
627,01,Inpatient Services,GENERAL PRACTICE,O,890,2018
628,01,Inpatient Services,GENERAL PRACTICE,W,7104,2018
629,01,Inpatient Services,GENERAL,CA,4822,2018
630,01,Inpatient Services,GENERAL SURGEON,CA,121999,2018
631,01,Inpatient Services,GENERAL SURGEON,CO,1242,2018
632,01,Inpatient Services,GENERAL SURGEON,F,430484,2018
633,01,Inpatient Services,GENERAL SURGEON,O,49169,2018
634,01,Inpatient Services,GENERAL SURGEON,UN,834,2018
635,01,Inpatient Services,GENERAL SURGEON,W,50090,2018
636,01,Inpatient Services,GERIATRIC,CA,3227,2018
637,01,Inpatient Services,GERIATRIC,F,3952,2018
638,01,Inpatient Services,GERIATRIC,O,1989,2018
639,01,Inpatient Services,GERIATRIC,S,2471,2018
640,01,Inpatient Services,GERIATRIC,W,15454,2018
641,01,Inpatient Services,ONCOLOGIC,F,687,2018
642,01,Inpatient Services,HEMATOLOGY ONCOLOGIC,F,1262,2018
643,01,Inpatient Services,HEMATOLOGY ONCOLOGIC,O,1380,2018
644,01,Inpatient Services,HEMATOLOGY ONCOLOGIC,W,11309,2018
645,01,Inpatient Services,HEMATOLOGY ONCOLOGIC,CA,57495,2018
646,01,Inpatient Services,HEMATOLOGY ONCOLOGIC,CO,1000,2018
647,01,Inpatient Services,HEMATOLOGY ONCOLOGIC,F,151704,2018
648,01,Inpatient Services,HEMATOLOGY ONCOLOGIC,O,12082,2018
649,01,Inpatient Services,HEMATOLOGY ONCOLOGIC,W,17888,2018
650,01,Inpatient Services,HOSPICE,F,4253,2018
651,01,Inpatient Services,HOSPICE AND PALLIATIVE CARE,F,1590,2018
652,01,Inpatient Services,HOSPICE AND PALLIATIVE CARE,O,4527,2018
653,01,Inpatient Services,HOSPICE,CA,10645330,2018
654,01,Inpatient Services,HOSPICE,CO,1296775,2018
655,01,Inpatient Services,HOSPICE,H,5571354,2018
656,01,Inpatient Services,HOSPICE,UN,410118,2018
657,01,Inpatient Services,HOSPICE,W,3141073,2018
658,01,Inpatient Services,HOSPICE ACUTE CARE,B,71910,2018
659,01,Inpatient Services,HOSPICE,CO,69474,2018
660,01,Inpatient Services,HOSPICE,F,259042,2018
661,01,Inpatient Services,HOSPICE,O,85856,2018
662,01,Inpatient Services,HOSPICE,S,19158,2018
663,01,Inpatient Services,HOSPICE,UN,3734,2018
664,01,Inpatient Services,HOSPICE,W,25311,2018
665,01,Inpatient Services,INDEPENDENT LAB,F,753,2018
666,01,Inpatient Services,INFECTIOUS DISEASE,F,256102,2018
667,01,Inpatient Services,INFECTIOUS DISEASE,O,79266,2018
668,01,Inpatient Services,INFECTIOUS DISEASE,B,2982,2018
669,01,Inpatient Services,INFECTIOUS DISEASE,CA,84351,2018
670,01,Inpatient Services,INFECTIOUS DISEASE,CO,13873,2018
671,01,Inpatient Services,INFECTIOUS DISEASE,S,2893,2018
672,01,Inpatient Services,INFECTIOUS DISEASE,W,35326,2018
673,01,Inpatient Services,INP,F,63874615,2018
674,01,Inpatient Services,INP,O,8074372,2018
675,01,Inpatient Services,INTERNAL MEDICAL,B,7142,2018
676,01,Inpatient Services,INTERNAL MEDICAL,CA,351565,2018
677,01,Inpatient Services,INTERNAL MEDICAL,CO,20334,2018
678,01,Inpatient Services,INTERNAL MEDICAL,F,825678,2018
679,01,Inpatient Services,INTERNAL MEDICAL,O,235813,2018
680,01,Inpatient Services,INTERNAL MEDICAL,S,30446,2018
681,01,Inpatient Services,INTERNAL MEDICAL,UN,17272,2018
682,01,Inpatient Services,INTERNAL MEDICAL,W,226029,2018
683,01,Inpatient Services,CARDIAC,S,2979,2018
684,01,Inpatient Services,CARDIAC ELECTROPHY,S,71,2018
685,01,Inpatient Services,GASTROENTEROLOGY,S,2274,2018
686,01,Inpatient Services,CARDIAC,S,6779,2018
687,01,Inpatient Services,PULMONARY DISEASE,S,10876,2018
688,01,Inpatient Services,CARDIAC,CA,14867,2018
689,01,Inpatient Services,CARDIAC,F,144027,2018
690,01,Inpatient Services,CARDIAC,O,47094,2018
691,01,Inpatient Services,CARDIAC,W,4901,2018
692,01,Inpatient Services,RADIOLOGY,CA,3151,2018
693,01,Inpatient Services,RADIOLOGY,F,19164,2018
694,01,Inpatient Services,RADIOLOGY,O,10821,2018
695,01,Inpatient Services,LABORATORY,CA,8002,2018
696,01,Inpatient Services,LABORATORY,W,1630,2018
697,01,Inpatient Services,MEDICAL DOCTOR,H,1546846,2018
698,01,Inpatient Services,MENTAL HEALTH,F,1130,2018
699,01,Inpatient Services,MULTI SPECIAL GROUP,S,2260,2018
700,01,Inpatient Services,NEPHROLOGY,CA,111734,2018
701,01,Inpatient Services,NEPHROLOGY,CO,7562,2018
702,01,Inpatient Services,NEPHROLOGY,F,166477,2018
703,01,Inpatient Services,NEPHROLOGY,O,60347,2018
704,01,Inpatient Services,NEPHROLOGY,S,6060,2018
705,01,Inpatient Services,NEPHROLOGY,W,66028,2018
706,01,Inpatient Services,NEURA,CO,154,2018
707,01,Inpatient Services,NEUROLOGICAL,CA,26654,2018
708,01,Inpatient Services,NEUROLOGICAL,CO,631,2018
709,01,Inpatient Services,NEUROLOGICAL,B,407,2018
710,01,Inpatient Services,NEUROLOGICAL,CA,74172,2018
711,01,Inpatient Services,NEUROLOGICAL,CO,7075,2018
712,01,Inpatient Services,NEUROLOGICAL,F,265159,2018
713,01,Inpatient Services,NEUROLOGICAL,O,33264,2018
714,01,Inpatient Services,NEUROLOGICAL,S,4797,2018
715,01,Inpatient Services,NEUROLOGICAL,UN,375,2018
716,01,Inpatient Services,NEUROLOGICAL,W,30642,2018
717,01,Inpatient Services,NEUROLOGICAL,F,2526,2018
718,01,Inpatient Services,NEUROLOGICAL,CA,566,2018
719,01,Inpatient Services,NEUROLOGICAL,CA,154,2018
720,01,Inpatient Services,NEUROLOGICAL,O,72,2018
721,01,Inpatient Services,NEUROLOGICAL,F,181992,2018
722,01,Inpatient Services,NEUROLOGICAL,O,7166,2018
723,01,Inpatient Services,NEUROLOGICAL,UN,13462,2018
724,01,Inpatient Services,OTHER SPECIALITY,W,652,2018
725,01,Inpatient Services,NUCLEAR MEDICAL,CA,68,2018
726,01,Inpatient Services,NUCLEAR MEDICAL,O,303,2018
727,01,Inpatient Services,OTHER SPECIALITY,W,43,2018
728,01,Inpatient Services,ANESTHESIA,H,7010,2018
729,01,Inpatient Services,CERTIFICATION REGISTERED NURSE ANESTHESIA,S,6683,2018
730,01,Inpatient Services,NURSE PRACTICE,CA,4124,2018
731,01,Inpatient Services,NURSE PRACTICE,CO,1019,2018
732,01,Inpatient Services,FAMILY PRACTICE,S,1451,2018
733,01,Inpatient Services,NURSE PRACTICE,H,30315,2018
734,01,Inpatient Services,HEMATOLOGY ONCOLOGIC,CA,1810,2018
735,01,Inpatient Services,HEMATOLOGY ONCOLOGIC,F,9805,2018
736,01,Inpatient Services,HEMATOLOGY ONCOLOGIC,O,4437,2018
737,01,Inpatient Services,HEMATOLOGY ONCOLOGIC,W,6941,2018
738,01,Inpatient Services,HEMATOLOGY ONCOLOGIC,UN,278,2018
739,01,Inpatient Services,OTHER SPECIALITY,CO,1690,2018
740,01,Inpatient Services,ORTHOPAEDIC SURGEON,CA,0,2018
741,01,Inpatient Services,ORTHOPAEDIC SURGEON,CA,72125,2018
742,01,Inpatient Services,ORTHOPAEDIC SURGEON,CO,4553,2018
743,01,Inpatient Services,ORTHOPAEDIC SURGEON,F,340088,2018
744,01,Inpatient Services,ORTHOPAEDIC SURGEON,O,146308,2018
745,01,Inpatient Services,ORTHOPAEDIC SURGEON,UN,6792,2018
746,01,Inpatient Services,ORTHOPAEDIC SURGEON,W,32673,2018
747,01,Inpatient Services,OSTEOMANIPULATIVE,H,33944,2018
748,01,Inpatient Services,OTHER,CA,25033,2018
749,01,Inpatient Services,OTHER,UN,81,2018
750,01,Inpatient Services,PAIN MANAGEMENT,F,7671,2018
751,01,Inpatient Services,PAIN MANAGEMENT,O,4966,2018
752,01,Inpatient Services,PAIN MANAGEMENT,UN,2772,2018
753,01,Inpatient Services,PAIN MANAGEMENT,W,1758,2018
754,01,Inpatient Services,PATHOLOG,CA,8127,2018
755,01,Inpatient Services,PATHOLOG,CO,3263,2018
756,01,Inpatient Services,PATHOLOG,F,74714,2018
757,01,Inpatient Services,PATHOLOG,O,27853,2018
758,01,Inpatient Services,PATHOLOG,S,10208,2018
759,01,Inpatient Services,PATHOLOG,UN,666,2018
760,01,Inpatient Services,PATHOLOG,W,15477,2018
761,01,Inpatient Services,PATHOLOG,S,551,2018
762,01,Inpatient Services,PATHOLOG,S,1391,2018
763,01,Inpatient Services,PEDIATRIC,F,2282,2018
764,01,Inpatient Services,PEDIATRIC,CA,1176,2018
765,01,Inpatient Services,PEDIATRIC,F,1907,2018
766,01,Inpatient Services,RADIOLOGY,S,676,2018
767,01,Inpatient Services,GENERAL SURGEON,S,2644,2018
768,01,Inpatient Services,PHYS MEDICAL REHAB,F,35895,2018
769,01,Inpatient Services,PHYS MEDICAL REHAB,O,19189,2018
770,01,Inpatient Services,PHYSICAL MEDICAL REHAB,CA,3374,2018
771,01,Inpatient Services,PHYSICAL MEDICAL REHABILITATION,W,8940,2018
772,01,Inpatient Services,PHYSICAL THERAPEUTIC,H,1202,2018
773,01,Inpatient Services,PHYSICAL THERAPEUTIC,CA,2499,2018
774,01,Inpatient Services,PHYSICAL THERAPEUTIC,UN,0,2018
775,01,Inpatient Services,PHYSICAL ASSISTANT,CO,1426,2018
776,01,Inpatient Services,PHYSICAL ASSISTANT,H,15638,2018
777,01,Inpatient Services,PHYSICAL ASSISTANT,UN,4691,2018
778,01,Inpatient Services,PHYSICAL ASSISTANT,CA,33981,2018
779,01,Inpatient Services,PLASTIC SURGEON,CA,0,2018
780,01,Inpatient Services,PLASTIC SURGEON,F,3141,2018
781,01,Inpatient Services,PLASTIC SURGEON,O,2244,2018
782,01,Inpatient Services,PLASTIC SURGEON,W,10222,2018
783,01,Inpatient Services,PODIATRIST,CA,11365,2018
784,01,Inpatient Services,PODIATRIST,F,11674,2018
785,01,Inpatient Services,PODIATRIST,O,11588,2018
786,01,Inpatient Services,PODIATRIST,W,2428,2018
787,01,Inpatient Services,PSYCHIATRIC,CA,0,2018
788,01,Inpatient Services,HOSPICE,B,9776,2018
789,01,Inpatient Services,PSYCHIATRIC,B,1964,2018
790,01,Inpatient Services,PSYCHIATRIC,CA,0,2018
791,01,Inpatient Services,PSYCHIATRIC,F,7979,2018
792,01,Inpatient Services,PSYCHIATRIC,O,982,2018
793,01,Inpatient Services,PSYCHIATRIC,W,1411,2018
794,01,Inpatient Services,NEUROLOGICAL,S,1944,2018
795,01,Inpatient Services,CLINICAL,O,667,2018
796,01,Inpatient Services,PULMONARY DISEASE,F,473605,2018
797,01,Inpatient Services,PULMONARY DISEASE,O,334501,2018
798,01,Inpatient Services,PULMONARY DISEASE,B,4957,2018
799,01,Inpatient Services,PULMONARY DISEASE,CA,138453,2018
800,01,Inpatient Services,PULMONARY DISEASE,CO,10432,2018
801,01,Inpatient Services,PULMONARY DISEASE,S,4396,2018
802,01,Inpatient Services,PULMONARY DISEASE,W,60827,2018
803,01,Inpatient Services,PULMONARY,B,726,2018
804,01,Inpatient Services,PULMONARY DISEASE,UN,2502,2018
805,01,Inpatient Services,ONCOLOGIC,CA,4292,2018
806,01,Inpatient Services,ONCOLOGIC,F,571,2018
807,01,Inpatient Services,RADIOL,W,12987,2018
808,01,Inpatient Services,RADIOLOGY,CA,204292,2018
809,01,Inpatient Services,RADIOLOGY,CO,2606,2018
810,01,Inpatient Services,RADIOLOGY,F,254905,2018
811,01,Inpatient Services,RADIOLOGY,O,34643,2018
812,01,Inpatient Services,RADIOLOGY,S,454,2018
813,01,Inpatient Services,RADIOLOGY,UN,1320,2018
814,01,Inpatient Services,RADIOLOGY,W,56865,2018
815,01,Inpatient Services,DIAGNOSTIC RADIOLOGY,S,12510,2018
816,01,Inpatient Services,INTERNAL RADIOLOGY,S,378,2018
817,01,Inpatient Services,NURSE PRACTICE,S,533,2018
818,01,Inpatient Services,REHAB FACILITY,H,5310,2018
819,01,Inpatient Services,RESIDENT,CA,0,2018
820,01,Inpatient Services,SKILLED NURSING FACILITY,CA,31265,2018
821,01,Inpatient Services,SPECIAL SERVICE,H,12893,2018
822,01,Inpatient Services,SPORTS MEDICAL,CA,6301,2018
823,01,Inpatient Services,GENERAL PRACTICE,S,2114,2018
824,01,Inpatient Services,NEUROLOGICAL,S,9754,2018
825,01,Inpatient Services,HEMATOLOGY ONCOLOGIC,S,1224,2018
826,01,Inpatient Services,THORACIC SURGEON,S,0,2018
827,01,Inpatient Services,CRITICAL CARE,F,16188,2018
828,01,Inpatient Services,CRITICAL CARE,W,5838,2018
829,01,Inpatient Services,ONCOLOGIC,CO,1108,2018
830,01,Inpatient Services,OTHER,S,1429,2018
831,01,Inpatient Services,CARDIAC SURGEON,W,28765,2018
832,01,Inpatient Services,THORACIC SURGEON,CA,65426,2018
833,01,Inpatient Services,THORACIC SURGEON,F,38117,2018
834,01,Inpatient Services,THORACIC SURGEON,O,72450,2018
835,01,Inpatient Services,THORACIC SURGEON,W,4012,2018
836,01,Inpatient Services,TRANSFU HEPATITIS,W,1792,2018
837,01,Inpatient Services,TRANSFU,O,176,2018
838,01,Inpatient Services,OTHER SPECIALITY,W,0,2018
839,01,Inpatient Services,UNDERSEA AND HYPERBARIC MEDICAL,F,570,2018
840,01,Inpatient Services,UROLOGY,CA,45146,2018
841,01,Inpatient Services,UROLOGY,CO,718,2018
842,01,Inpatient Services,UROLOGY,F,89066,2018
843,01,Inpatient Services,UROLOGY,O,14845,2018
844,01,Inpatient Services,UROLOGY,W,17706,2018
845,01,Inpatient Services,INTERNAL RADIOLOGY,F,37,2018
846,01,Inpatient Services,VASCULAR SURGEON,CA,28925,2018
847,01,Inpatient Services,VASCULAR SURGEON,F,63381,2018
848,01,Inpatient Services,VASCULAR SURGEON,O,18043,2018
849,01,Inpatient Services,VASCULAR SURGEON,W,243,2018
850,01,Outpatient Services,UNKNOWN,F,12791,2018
851,01,Outpatient Services,UNKNOWN,H,346081,2018
852,01,Outpatient Services,ADVANCED RN PRACT,CA,735,2018
853,01,Outpatient Services,AMBULANCE,S,0,2018
854,01,Outpatient Services,OTHER SPECIALITY,S,1380,2018
855,01,Outpatient Services,AMBULANCE SURGICAL CENTER,S,1001,2018
856,01,Outpatient Services,ANES ASSIST,CA,1783,2018
857,01,Outpatient Services,ANESTHESIA,H,25077,2018
858,01,Outpatient Services,ANESTHESIA,B,1362,2018
859,01,Outpatient Services,ANESTHESIA,CA,77351,2018
860,01,Outpatient Services,ANESTHESIA,CO,6475,2018
861,01,Outpatient Services,ANESTHESIA,F,346142,2018
862,01,Outpatient Services,ANESTHESIA,O,29936,2018
863,01,Outpatient Services,ANESTHESIA,S,1261,2018
864,01,Outpatient Services,ANESTHESIA,UN,6803,2018
865,01,Outpatient Services,ANESTHESIA,W,19766,2018
866,01,Outpatient Services,ARNP,CA,1443,2018
867,01,Outpatient Services,CARD ELECTROPHY,CA,1466,2018
868,01,Outpatient Services,CARDIAC,F,19272,2018
869,01,Outpatient Services,CARDIAC,O,970,2018
870,01,Outpatient Services,CARDIAC,S,332,2018
871,01,Outpatient Services,CARDIAC,W,11457,2018
872,01,Outpatient Services,CARDIAC,CA,20926,2018
873,01,Outpatient Services,CARDIAC,CO,53,2018
874,01,Outpatient Services,CARDIAC,F,149006,2018
875,01,Outpatient Services,CARDIAC,O,40873,2018
876,01,Outpatient Services,CARDIAC,UN,10605,2018
877,01,Outpatient Services,CARDIAC,W,10572,2018
878,01,Outpatient Services,CARDIAC,CA,0,2018
879,01,Outpatient Services,CARDIAC,F,5588,2018
880,01,Outpatient Services,CARDIAC,O,165,2018
881,01,Outpatient Services,CARDIAC,S,2358,2018
882,01,Outpatient Services,CARDIAC,CA,21603,2018
883,01,Outpatient Services,CARDIAC,CO,4337,2018
884,01,Outpatient Services,OTHER SPECIALITY,CO,850,2018
885,01,Outpatient Services,COVERING PHYSICAL,CA,535,2018
886,01,Outpatient Services,DERMAPATHOLOGY,F,864,2018
887,01,Outpatient Services,DIAG X RAY CLINIC,H,4381,2018
888,01,Outpatient Services,RADIOLOGY,CA,6608,2018
889,01,Outpatient Services,RADIOLOGY,CO,1981,2018
890,01,Outpatient Services,DIALYSIS,H,173402,2018
891,01,Outpatient Services,DURABLE MED EQT MED SUPPL CARDIAC,CA,409,2018
892,01,Outpatient Services,ELECTROPHY STUDY,CA,9830,2018
